Sample in Buffer,Sample in Window,TRIGGER,u0/spi_inst0/SCK,u0/spi_inst0/CSn,u0/spi_inst0/MOSI,u0/spi_inst0/MISO,u0/spi_inst0/spi_seq[1:0]
512,512,0,0,0,1,0,"IDLE"
513,513,0,0,0,1,0,"IDLE"
514,514,0,0,0,1,0,"IDLE"
515,515,0,0,0,1,0,"IDLE"
516,516,0,0,0,1,0,"IDLE"
517,517,0,0,0,1,0,"IDLE"
518,518,0,0,0,1,0,"IDLE"
519,519,0,0,0,1,0,"IDLE"
520,520,0,0,0,1,0,"IDLE"
521,521,0,0,0,1,0,"IDLE"
522,522,0,0,0,1,0,"IDLE"
523,523,0,0,0,1,0,"IDLE"
524,524,0,0,0,1,0,"IDLE"
525,525,0,0,0,1,0,"IDLE"
526,526,0,0,0,1,0,"IDLE"
527,527,0,0,0,1,0,"IDLE"
528,528,0,0,0,1,0,"IDLE"
529,529,0,0,0,1,0,"IDLE"
530,530,0,0,0,1,0,"IDLE"
531,531,0,0,0,1,0,"IDLE"
532,532,0,0,0,1,0,"IDLE"
533,533,0,0,0,1,0,"IDLE"
534,534,0,0,0,1,0,"IDLE"
535,535,0,0,0,1,0,"IDLE"
536,536,0,0,0,1,0,"IDLE"
537,537,0,0,0,1,0,"IDLE"
538,538,0,0,0,1,0,"IDLE"
539,539,0,0,0,1,0,"IDLE"
540,540,0,0,0,1,0,"IDLE"
541,541,0,0,0,1,0,"IDLE"
542,542,0,0,0,1,0,"IDLE"
543,543,0,0,0,1,0,"IDLE"
544,544,0,0,0,1,0,"IDLE"
545,545,0,0,0,1,0,"IDLE"
546,546,0,0,0,1,0,"IDLE"
547,547,0,0,0,1,0,"IDLE"
548,548,0,0,0,1,0,"IDLE"
549,549,0,0,0,1,0,"IDLE"
550,550,0,0,0,1,0,"IDLE"
551,551,0,0,0,1,0,"IDLE"
552,552,0,0,0,1,0,"IDLE"
553,553,0,0,0,1,0,"IDLE"
554,554,0,0,0,1,0,"IDLE"
555,555,0,0,0,1,0,"IDLE"
556,556,0,0,0,1,0,"IDLE"
557,557,0,0,0,1,0,"IDLE"
558,558,0,0,0,1,0,"IDLE"
559,559,0,0,0,1,0,"IDLE"
560,560,0,0,0,1,0,"IDLE"
561,561,0,0,0,1,0,"IDLE"
562,562,0,0,0,1,0,"IDLE"
563,563,0,0,0,1,0,"IDLE"
564,564,0,0,0,1,0,"IDLE"
565,565,0,0,0,1,0,"IDLE"
566,566,0,0,0,1,0,"IDLE"
567,567,0,0,0,1,0,"IDLE"
568,568,0,0,0,1,0,"IDLE"
569,569,0,0,0,1,0,"IDLE"
570,570,0,0,0,1,0,"IDLE"
571,571,0,0,0,1,0,"IDLE"
572,572,0,0,0,1,0,"IDLE"
573,573,0,0,0,1,0,"IDLE"
574,574,0,0,0,1,0,"IDLE"
575,575,0,0,0,1,0,"IDLE"
576,576,0,0,0,1,0,"IDLE"
577,577,0,0,0,1,0,"IDLE"
578,578,0,0,0,1,0,"IDLE"
579,579,0,0,0,1,0,"IDLE"
580,580,0,0,0,1,0,"IDLE"
581,581,0,0,0,1,0,"IDLE"
582,582,0,0,0,1,0,"IDLE"
583,583,0,0,0,1,0,"IDLE"
584,584,0,0,0,1,0,"IDLE"
585,585,0,0,0,1,0,"IDLE"
586,586,0,0,0,1,0,"IDLE"
587,587,0,0,0,1,0,"IDLE"
588,588,0,0,0,1,0,"IDLE"
589,589,0,0,0,1,0,"IDLE"
590,590,0,0,0,1,0,"IDLE"
591,591,0,0,0,1,0,"IDLE"
592,592,0,0,0,1,0,"IDLE"
593,593,0,0,0,1,0,"IDLE"
594,594,0,0,0,1,0,"IDLE"
595,595,0,0,0,1,0,"IDLE"
596,596,0,0,0,1,0,"IDLE"
597,597,0,0,0,1,0,"IDLE"
598,598,0,0,0,1,0,"IDLE"
599,599,0,0,0,1,0,"IDLE"
600,600,0,0,0,1,0,"IDLE"
601,601,0,0,0,1,0,"IDLE"
602,602,0,0,0,1,0,"IDLE"
603,603,0,0,0,1,0,"IDLE"
604,604,0,0,0,1,0,"IDLE"
605,605,0,0,0,1,0,"IDLE"
606,606,0,0,0,1,0,"IDLE"
607,607,0,0,0,1,0,"IDLE"
608,608,0,0,0,1,0,"IDLE"
609,609,0,0,0,1,0,"IDLE"
610,610,0,0,0,1,0,"IDLE"
611,611,0,0,0,1,0,"IDLE"
612,612,0,0,0,1,0,"IDLE"
613,613,0,0,0,1,0,"IDLE"
614,614,0,0,0,1,0,"IDLE"
615,615,0,0,0,1,0,"IDLE"
616,616,0,0,0,1,0,"IDLE"
617,617,0,0,0,1,0,"IDLE"
618,618,0,0,0,1,0,"IDLE"
619,619,0,0,0,1,0,"IDLE"
620,620,0,0,0,1,0,"IDLE"
621,621,0,0,0,1,0,"IDLE"
622,622,0,0,0,1,0,"IDLE"
623,623,0,0,0,1,0,"IDLE"
624,624,0,0,0,1,0,"IDLE"
625,625,0,0,0,1,0,"IDLE"
626,626,0,0,0,1,0,"IDLE"
627,627,0,0,0,1,0,"IDLE"
628,628,0,0,0,1,0,"IDLE"
629,629,0,0,0,1,0,"IDLE"
630,630,0,0,0,1,0,"IDLE"
631,631,0,0,0,1,0,"IDLE"
632,632,0,0,0,1,0,"IDLE"
633,633,0,0,0,1,0,"IDLE"
634,634,0,0,0,1,0,"IDLE"
635,635,0,0,0,1,0,"IDLE"
636,636,0,0,0,1,0,"IDLE"
637,637,0,0,0,1,0,"IDLE"
638,638,0,0,0,1,0,"IDLE"
639,639,0,0,0,1,0,"IDLE"
640,640,0,0,0,1,0,"IDLE"
641,641,0,0,0,1,0,"IDLE"
642,642,0,0,0,1,0,"IDLE"
643,643,0,0,0,1,0,"IDLE"
644,644,0,0,0,1,0,"IDLE"
645,645,0,0,0,1,0,"IDLE"
646,646,0,0,0,1,0,"IDLE"
647,647,0,0,0,1,0,"IDLE"
648,648,0,0,0,1,0,"IDLE"
649,649,0,0,0,1,0,"IDLE"
650,650,0,0,0,1,0,"IDLE"
651,651,0,0,0,1,0,"IDLE"
652,652,0,0,0,1,0,"IDLE"
653,653,0,0,0,1,0,"IDLE"
654,654,0,0,0,1,0,"IDLE"
655,655,0,0,0,1,0,"IDLE"
656,656,0,0,0,1,0,"IDLE"
657,657,0,0,0,1,0,"IDLE"
658,658,0,0,0,1,0,"IDLE"
659,659,0,0,0,1,0,"IDLE"
660,660,0,0,0,1,0,"IDLE"
661,661,0,0,0,1,0,"IDLE"
662,662,0,0,0,1,0,"IDLE"
663,663,0,0,0,1,0,"IDLE"
664,664,0,0,0,1,0,"IDLE"
665,665,0,0,0,1,0,"IDLE"
666,666,0,0,0,1,0,"IDLE"
667,667,0,0,0,1,0,"IDLE"
668,668,0,0,0,1,0,"IDLE"
669,669,0,0,0,1,0,"IDLE"
670,670,0,0,0,1,0,"IDLE"
671,671,0,0,0,1,0,"IDLE"
672,672,0,0,0,1,0,"IDLE"
673,673,0,0,0,1,0,"IDLE"
674,674,0,0,0,1,0,"IDLE"
675,675,0,0,0,1,0,"IDLE"
676,676,0,0,0,1,0,"IDLE"
677,677,0,0,0,1,0,"IDLE"
678,678,0,0,0,1,0,"IDLE"
679,679,0,0,0,1,0,"IDLE"
680,680,0,0,0,1,0,"IDLE"
681,681,0,0,0,1,0,"IDLE"
682,682,0,0,0,1,0,"IDLE"
683,683,0,0,0,1,0,"IDLE"
684,684,0,0,0,1,0,"IDLE"
685,685,0,0,0,1,0,"IDLE"
686,686,0,0,0,1,0,"IDLE"
687,687,0,0,0,1,0,"IDLE"
688,688,0,0,0,1,0,"IDLE"
689,689,0,0,0,1,0,"IDLE"
690,690,0,0,0,1,0,"IDLE"
691,691,0,0,0,1,0,"IDLE"
692,692,0,0,0,1,0,"IDLE"
693,693,0,0,0,1,0,"IDLE"
694,694,0,0,0,1,0,"IDLE"
695,695,0,0,0,1,0,"IDLE"
696,696,0,0,0,1,0,"IDLE"
697,697,0,0,0,1,0,"IDLE"
698,698,0,0,0,1,0,"IDLE"
699,699,0,0,0,1,0,"IDLE"
700,700,0,0,0,1,0,"IDLE"
701,701,0,0,0,1,0,"IDLE"
702,702,0,0,0,1,0,"IDLE"
703,703,0,0,0,1,0,"IDLE"
704,704,0,0,0,1,0,"IDLE"
705,705,0,0,0,1,0,"IDLE"
706,706,0,0,0,1,0,"IDLE"
707,707,0,0,0,1,0,"IDLE"
708,708,0,0,0,1,0,"IDLE"
709,709,0,0,0,1,0,"IDLE"
710,710,0,0,0,1,0,"IDLE"
711,711,0,0,0,1,0,"IDLE"
712,712,0,0,0,1,0,"IDLE"
713,713,0,0,0,1,0,"IDLE"
714,714,0,0,0,1,0,"IDLE"
715,715,0,0,0,1,0,"IDLE"
716,716,0,0,0,1,0,"IDLE"
717,717,0,0,0,1,0,"IDLE"
718,718,0,0,0,1,0,"IDLE"
719,719,0,0,0,1,0,"IDLE"
720,720,0,0,0,1,0,"IDLE"
721,721,0,0,0,1,0,"IDLE"
722,722,0,0,0,1,0,"IDLE"
723,723,0,0,0,1,0,"IDLE"
724,724,0,0,0,1,0,"IDLE"
725,725,0,0,0,1,0,"IDLE"
726,726,0,0,0,1,0,"IDLE"
727,727,0,0,0,1,0,"IDLE"
728,728,0,0,0,1,0,"IDLE"
729,729,0,0,0,1,0,"IDLE"
730,730,0,0,0,1,0,"IDLE"
731,731,0,0,0,1,0,"IDLE"
732,732,0,0,0,1,0,"IDLE"
733,733,0,0,0,1,0,"IDLE"
734,734,0,0,0,1,0,"IDLE"
735,735,0,0,0,1,0,"IDLE"
736,736,0,0,0,1,0,"IDLE"
737,737,0,0,0,1,0,"IDLE"
738,738,0,0,0,1,0,"IDLE"
739,739,0,0,0,1,0,"IDLE"
740,740,0,0,0,1,0,"IDLE"
741,741,0,0,0,1,0,"IDLE"
742,742,0,0,0,1,0,"IDLE"
743,743,0,0,0,1,0,"IDLE"
744,744,0,0,0,1,0,"IDLE"
745,745,0,0,0,1,0,"IDLE"
746,746,0,0,0,1,0,"IDLE"
747,747,0,0,0,1,0,"IDLE"
748,748,0,0,0,1,0,"IDLE"
749,749,0,0,0,1,0,"IDLE"
750,750,0,0,0,1,0,"IDLE"
751,751,0,0,0,1,0,"IDLE"
752,752,0,0,0,1,0,"IDLE"
753,753,0,0,0,1,0,"IDLE"
754,754,0,0,0,1,0,"IDLE"
755,755,0,0,0,1,0,"IDLE"
756,756,0,0,0,1,0,"IDLE"
757,757,0,0,0,1,0,"IDLE"
758,758,0,0,0,1,0,"IDLE"
759,759,0,0,0,1,0,"IDLE"
760,760,0,0,0,1,0,"IDLE"
761,761,0,0,0,1,0,"IDLE"
762,762,0,0,0,1,0,"IDLE"
763,763,0,0,0,1,0,"IDLE"
764,764,0,0,0,1,0,"IDLE"
765,765,0,0,0,1,0,"IDLE"
766,766,0,0,0,1,0,"IDLE"
767,767,0,0,0,1,0,"IDLE"
768,768,0,0,0,1,0,"IDLE"
769,769,0,0,0,1,0,"IDLE"
770,770,0,0,0,1,0,"IDLE"
771,771,0,0,0,1,0,"IDLE"
772,772,0,0,0,1,0,"IDLE"
773,773,0,0,0,1,0,"IDLE"
774,774,0,0,0,1,0,"IDLE"
775,775,0,0,0,1,0,"IDLE"
776,776,0,0,0,1,0,"IDLE"
777,777,0,0,0,1,0,"IDLE"
778,778,0,0,0,1,0,"IDLE"
779,779,0,0,0,1,0,"IDLE"
780,780,0,0,0,1,0,"IDLE"
781,781,0,0,0,1,0,"IDLE"
782,782,0,0,0,1,0,"IDLE"
783,783,0,0,0,1,0,"IDLE"
784,784,0,0,0,1,0,"IDLE"
785,785,0,0,0,1,0,"IDLE"
786,786,0,0,0,1,0,"IDLE"
787,787,0,0,0,1,0,"IDLE"
788,788,0,0,0,1,0,"IDLE"
789,789,0,0,0,1,0,"IDLE"
790,790,0,0,0,1,0,"IDLE"
791,791,0,0,0,1,0,"IDLE"
792,792,0,0,0,1,0,"IDLE"
793,793,0,0,0,1,0,"IDLE"
794,794,0,0,0,1,0,"IDLE"
795,795,0,0,0,1,0,"IDLE"
796,796,0,0,0,1,0,"IDLE"
797,797,0,0,0,1,0,"IDLE"
798,798,0,0,0,1,0,"IDLE"
799,799,0,0,0,1,0,"IDLE"
800,800,0,0,0,1,0,"IDLE"
801,801,0,0,0,1,0,"IDLE"
802,802,0,0,0,1,0,"IDLE"
803,803,0,0,0,1,0,"IDLE"
804,804,0,0,0,1,0,"IDLE"
805,805,0,0,0,1,0,"IDLE"
806,806,0,0,0,1,0,"IDLE"
807,807,0,0,0,1,0,"IDLE"
808,808,0,0,0,1,0,"IDLE"
809,809,0,0,0,1,0,"IDLE"
810,810,0,0,0,1,0,"IDLE"
811,811,0,0,0,1,0,"IDLE"
812,812,0,0,0,1,0,"IDLE"
813,813,0,0,0,1,0,"IDLE"
814,814,0,0,0,1,0,"IDLE"
815,815,0,0,0,1,0,"IDLE"
816,816,0,0,0,1,0,"IDLE"
817,817,0,0,0,1,0,"IDLE"
818,818,0,0,0,1,0,"IDLE"
819,819,0,0,0,1,0,"IDLE"
820,820,0,0,0,1,0,"IDLE"
821,821,0,0,0,1,0,"IDLE"
822,822,0,0,0,1,0,"IDLE"
823,823,0,0,0,1,0,"IDLE"
824,824,0,0,0,1,0,"IDLE"
825,825,0,0,0,1,0,"IDLE"
826,826,0,0,0,1,0,"IDLE"
827,827,0,0,0,1,0,"IDLE"
828,828,0,0,0,1,0,"IDLE"
829,829,0,0,0,1,0,"IDLE"
830,830,0,0,0,1,0,"IDLE"
831,831,0,0,0,1,0,"IDLE"
832,832,0,0,0,1,0,"IDLE"
833,833,0,0,0,1,0,"IDLE"
834,834,0,0,0,1,0,"IDLE"
835,835,0,0,0,1,0,"IDLE"
836,836,0,0,0,1,0,"IDLE"
837,837,0,0,0,1,0,"IDLE"
838,838,0,0,0,1,0,"IDLE"
839,839,0,0,0,1,0,"IDLE"
840,840,0,0,0,1,0,"IDLE"
841,841,0,0,0,1,0,"IDLE"
842,842,0,0,0,1,0,"IDLE"
843,843,0,0,0,1,0,"IDLE"
844,844,0,0,0,1,0,"IDLE"
845,845,0,0,0,1,0,"IDLE"
846,846,0,0,0,1,0,"IDLE"
847,847,0,0,0,1,0,"IDLE"
848,848,0,0,0,1,0,"IDLE"
849,849,0,0,0,1,0,"IDLE"
850,850,0,0,0,1,0,"IDLE"
851,851,0,0,0,1,0,"IDLE"
852,852,0,0,0,1,0,"IDLE"
853,853,0,0,0,1,0,"IDLE"
854,854,0,0,0,1,0,"IDLE"
855,855,0,0,0,1,0,"IDLE"
856,856,0,0,0,1,0,"IDLE"
857,857,0,0,0,1,0,"IDLE"
858,858,0,0,0,1,0,"IDLE"
859,859,0,0,0,1,0,"IDLE"
860,860,0,0,0,1,0,"IDLE"
861,861,0,0,0,1,0,"IDLE"
862,862,0,0,0,1,0,"IDLE"
863,863,0,0,0,1,0,"IDLE"
864,864,0,0,0,1,0,"IDLE"
865,865,0,0,0,1,0,"IDLE"
866,866,0,0,0,1,0,"IDLE"
867,867,0,0,0,1,0,"IDLE"
868,868,0,0,0,1,0,"IDLE"
869,869,0,0,0,1,0,"IDLE"
870,870,0,0,0,1,0,"IDLE"
871,871,0,0,0,1,0,"IDLE"
872,872,0,0,0,1,0,"IDLE"
873,873,0,0,0,1,0,"IDLE"
874,874,0,0,0,1,0,"IDLE"
875,875,0,0,0,1,0,"IDLE"
876,876,0,0,0,1,0,"IDLE"
877,877,0,0,0,1,0,"IDLE"
878,878,0,0,0,1,0,"IDLE"
879,879,0,0,0,1,0,"IDLE"
880,880,0,0,0,1,0,"IDLE"
881,881,0,0,0,1,0,"IDLE"
882,882,0,0,0,1,0,"IDLE"
883,883,0,0,0,1,0,"IDLE"
884,884,0,0,0,1,0,"IDLE"
885,885,0,0,0,1,0,"IDLE"
886,886,0,0,0,1,0,"IDLE"
887,887,0,0,0,1,0,"IDLE"
888,888,0,0,0,1,0,"IDLE"
889,889,0,0,0,1,0,"IDLE"
890,890,0,0,0,1,0,"IDLE"
891,891,0,0,0,1,0,"IDLE"
892,892,0,0,0,1,0,"IDLE"
893,893,0,0,0,1,0,"IDLE"
894,894,0,0,0,1,0,"IDLE"
895,895,0,0,0,1,0,"IDLE"
896,896,0,0,0,1,0,"IDLE"
897,897,0,0,0,1,0,"IDLE"
898,898,0,0,0,1,0,"IDLE"
899,899,0,0,0,1,0,"IDLE"
900,900,0,0,0,1,0,"IDLE"
901,901,0,0,0,1,0,"IDLE"
902,902,0,0,0,1,0,"IDLE"
903,903,0,0,0,1,0,"IDLE"
904,904,0,0,0,1,0,"IDLE"
905,905,0,0,0,1,0,"IDLE"
906,906,0,0,0,1,0,"IDLE"
907,907,0,0,0,1,0,"IDLE"
908,908,0,0,0,1,0,"IDLE"
909,909,0,0,0,1,0,"IDLE"
910,910,0,0,0,1,0,"IDLE"
911,911,0,0,0,1,0,"IDLE"
912,912,0,0,0,1,0,"IDLE"
913,913,0,0,0,1,0,"IDLE"
914,914,0,0,0,1,0,"IDLE"
915,915,0,0,0,1,0,"IDLE"
916,916,0,0,0,1,0,"IDLE"
917,917,0,0,0,1,0,"IDLE"
918,918,0,0,0,1,0,"IDLE"
919,919,0,0,0,1,0,"IDLE"
920,920,0,0,0,1,0,"IDLE"
921,921,0,0,0,1,0,"IDLE"
922,922,0,0,0,1,0,"IDLE"
923,923,0,0,0,1,0,"IDLE"
924,924,0,0,0,1,0,"IDLE"
925,925,0,0,0,1,0,"IDLE"
926,926,0,0,0,1,0,"IDLE"
927,927,0,0,0,1,0,"IDLE"
928,928,0,0,0,1,0,"IDLE"
929,929,0,0,0,1,0,"IDLE"
930,930,0,0,0,1,0,"IDLE"
931,931,0,0,0,1,0,"IDLE"
932,932,0,0,0,1,0,"IDLE"
933,933,0,0,0,1,0,"IDLE"
934,934,0,0,0,1,0,"IDLE"
935,935,0,0,0,1,0,"IDLE"
936,936,0,0,0,1,0,"IDLE"
937,937,0,0,0,1,0,"IDLE"
938,938,0,0,0,1,0,"IDLE"
939,939,0,0,0,1,0,"IDLE"
940,940,0,0,0,1,0,"IDLE"
941,941,0,0,0,1,0,"IDLE"
942,942,0,0,0,1,0,"IDLE"
943,943,0,0,0,1,0,"IDLE"
944,944,0,0,0,1,0,"IDLE"
945,945,0,0,0,1,0,"IDLE"
946,946,0,0,0,1,0,"IDLE"
947,947,0,0,0,1,0,"IDLE"
948,948,0,0,0,1,0,"IDLE"
949,949,0,0,0,1,0,"IDLE"
950,950,0,0,0,1,0,"IDLE"
951,951,0,0,0,1,0,"IDLE"
952,952,0,0,0,1,0,"IDLE"
953,953,0,0,0,1,0,"IDLE"
954,954,0,0,0,1,0,"IDLE"
955,955,0,0,0,1,0,"IDLE"
956,956,0,0,0,1,0,"IDLE"
957,957,0,0,0,1,0,"IDLE"
958,958,0,0,0,1,0,"IDLE"
959,959,0,0,0,1,0,"IDLE"
960,960,0,0,0,1,0,"IDLE"
961,961,0,0,0,1,0,"IDLE"
962,962,0,0,0,1,0,"IDLE"
963,963,0,0,0,1,0,"IDLE"
964,964,0,0,0,1,0,"IDLE"
965,965,0,0,0,1,0,"IDLE"
966,966,0,0,0,1,0,"IDLE"
967,967,0,0,0,1,0,"IDLE"
968,968,0,0,0,1,0,"IDLE"
969,969,0,0,0,1,0,"IDLE"
970,970,0,0,0,1,0,"IDLE"
971,971,0,0,0,1,0,"IDLE"
972,972,0,0,0,1,0,"IDLE"
973,973,0,0,0,1,0,"IDLE"
974,974,0,0,0,1,0,"IDLE"
975,975,0,0,0,1,0,"IDLE"
976,976,0,0,0,1,0,"IDLE"
977,977,0,0,0,1,0,"IDLE"
978,978,0,0,0,1,0,"IDLE"
979,979,0,0,0,1,0,"IDLE"
980,980,0,0,0,1,0,"IDLE"
981,981,0,0,0,1,0,"IDLE"
982,982,0,0,0,1,0,"IDLE"
983,983,0,0,0,1,0,"IDLE"
984,984,0,0,0,1,0,"IDLE"
985,985,0,0,0,1,0,"IDLE"
986,986,0,0,0,1,0,"IDLE"
987,987,0,0,0,1,0,"IDLE"
988,988,0,0,0,1,0,"IDLE"
989,989,0,0,0,1,0,"IDLE"
990,990,0,0,0,1,0,"IDLE"
991,991,0,0,0,1,0,"IDLE"
992,992,0,0,0,1,0,"IDLE"
993,993,0,0,0,1,0,"IDLE"
994,994,0,0,0,1,0,"IDLE"
995,995,0,0,0,1,0,"IDLE"
996,996,0,0,0,1,0,"IDLE"
997,997,0,0,0,1,0,"IDLE"
998,998,0,0,0,1,0,"IDLE"
999,999,0,0,0,1,0,"IDLE"
1000,1000,0,0,0,1,0,"IDLE"
1001,1001,0,0,0,1,0,"IDLE"
1002,1002,0,0,0,1,0,"IDLE"
1003,1003,0,0,0,1,0,"IDLE"
1004,1004,0,0,0,1,0,"IDLE"
1005,1005,0,0,0,1,0,"IDLE"
1006,1006,0,0,0,1,0,"IDLE"
1007,1007,0,0,0,1,0,"IDLE"
1008,1008,0,0,0,1,0,"IDLE"
1009,1009,0,0,0,1,0,"IDLE"
1010,1010,0,0,0,1,0,"IDLE"
1011,1011,0,0,0,1,0,"IDLE"
1012,1012,0,0,0,1,0,"IDLE"
1013,1013,0,0,0,1,0,"IDLE"
1014,1014,0,0,0,1,0,"IDLE"
1015,1015,0,0,0,1,0,"IDLE"
1016,1016,0,0,0,1,0,"IDLE"
1017,1017,0,0,0,1,0,"IDLE"
1018,1018,0,0,0,1,0,"IDLE"
1019,1019,0,0,0,1,0,"IDLE"
1020,1020,0,0,0,1,0,"IDLE"
1021,1021,0,0,0,1,0,"IDLE"
1022,1022,0,0,0,1,0,"IDLE"
1023,1023,0,0,0,1,0,"IDLE"
